Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
14,6.2,259,5.7,2,0,191,43.8,0.05832,1.9,1.03,1
553.9,6.2,702,6.1,2,0,191,22.1,0.05832,1.9,0.71,1
37.3,4.4,135,5.6,0,0.058,191,48.3,0.05832,1.9,0.94,1
53.8,6,173,5.6,2,0.054,191,19,0.05832,1.9,0.94,1
38,6,432,5.9,0,0,191,38,0.05832,1.9,0.96,1
16,6,488,6.7,2,0.069,191,14.2,0.05832,1.9,0.86,1
10,6,603,5.5,2,0,191,71.9,0.05832,1.9,0.98,1
11,6,283,5.6,2,0.041,191,28.1,0.05832,1.9,1.07,1
110.4,3.4,580,5.5,2,0.071,191,13.8,0.05832,1.9,0.73,1
49,3.4,408,5.5,1,0,191,76.4,0.05832,1.9,1.39,1
12,3.4,552,6.9,2,0.045,191,18.8,0.05832,1.9,0.88,1
10,3.4,532,6.1,0,0,191,24.8,0.05832,1.9,0.87,1
12,7.4,486,5.6,3,0,295,27.1,0.05832,1.9,0.72,1
10,7.4,476,6,0,0.035,295,20.2,0.05832,1.9,0.74,1
28,7.4,456,6.2,2,0,295,15.4,0.05832,1.9,1.2,1
103.8,3.4,306,5.5,0,0.071,295,27.4,0.05832,1.9,0.84,1
18,3.4,421,5.8,2,0,295,20.6,0.05832,1.9,0.98,1
10,3.4,208,5.5,1,0,295,63.2,0.05832,1.9,1.15,1
11.8,5.4,277,5.8,2,0,295,36.9,0.05832,1.9,1.1,1
27.9,14.3,355,5.9,0,0,295,45,0.05832,1.9,0.99,1
66,14.3,327,6.1,2,0,295,14.2,0.05832,1.9,0.92,1
20,14.3,672,7.4,2,0,295,37.9,0.05832,1.9,0.98,1
118,14.3,640,6.6,2,0.08,295,10.1,0.05832,1.9,0.97,1
10,14.3,33,5.5,0,0,295,67.9,0.05832,1.9,1.14,1
10,14.3,102,5.7,0,0,295,37.1,0.05832,1.9,1.2,1
40.7,14.3,553,7.1,2,0,295,15.2,0.05832,1.9,1.2,1
10,14.3,290,5.6,1,0.06,295,20.7,0.05832,1.9,0.94,1
10,14.3,242,5.5,0,0.073,295,97.7,0.05832,1.9,1.12,1
10,14.3,342,6,1,0,295,97.6,0.05832,1.9,0.97,1
15,14.3,625,6.1,0,0,295,19.8,0.05832,1.9,0.89,1
10,14.3,27,5.5,1,0,295,109.3,0.05832,1.9,1.24,1
48,14.3,505,5.7,1,0,295,18.4,0.05832,1.9,0.71,1
117.9,7.1,282,5.7,1,0,295,14.5,0.05832,1.9,1.02,1
9,7.1,557,6,2,0.046,295,46.9,0.05832,1.9,0.89,1
108.5,5.4,312,6.1,2,0,295,11.6,0.05832,1.9,0.98,1
13.6,9,252,5.5,1,0.106,295,27.8,0.05832,1.9,0.93,1
10,9,281,5.8,2,0.089,295,35.6,0.05832,1.9,0.84,1
20,9,499,8.6,5,0,295,16.6,0.05832,1.9,1.33,1
10,9,43,5.8,3,0.068,5,115.1,0.05832,1.9,0.78,1
20.8,9,99,5.5,3,0.035,34,108.9,0.05832,1.9,0.78,1
10,9,59,5.9,3,0,22,147.1,0.05832,1.9,1.14,1
10,9,205,6,3,0,63,60.8,0.05832,1.9,1.05,1
25.1,7.3,341,8.2,0,0.035,63,14.9,0.05832,1.9,0.9,1
10,7.3,326,5.7,3,0,151,19.2,0.05832,1.9,0.87,1
5,11.5,168,5.5,3,0.063,70,47.8,0.05832,1.9,0.83,1
14.5,11.4,247,5.5,3,0,100,20.9,0.05832,1.9,1,1
8,11.4,656,6,0,0,100,43.9,0.05832,1.9,1.1,1
20,11.4,599,6.5,1,0.127,100,54.1,0.05832,1.9,0.98,1
10,11.4,214,5.8,0,0.075,100,16.7,0.05832,1.9,0.95,1
9,11.4,397,6,1,0.093,100,102.9,0.05832,1.9,1.15,1
13,11.4,474,7,2,0,100,95.9,0.05832,1.9,1.18,1
25.1,6.7,485,5.5,0,0,100,22.6,0.05832,1.9,0.78,1
11,6.7,521,5.7,2,0.032,100,12.9,0.05832,1.9,0.78,1
15,6.7,288,6.2,2,0.059,100,16,0.05832,1.9,1.32,1
90.3,4.1,517,5.6,1,0.071,100,46.9,0.05832,1.9,0.8,1
62.7,4.7,456,5.8,2,0.056,100,18.5,0.05832,1.9,1.07,1
11,4.7,471,6.2,2,0.043,100,19,0.05832,1.9,1.19,1
25,4.7,322,6.2,2,0,100,21.7,0.05832,1.9,0.91,1
13,4.7,238,5.8,2,0.089,100,21.8,0.05832,1.9,1.27,1
29,4.7,434,5.8,2,0,100,45.4,0.05832,1.9,1.41,1
29,4.7,518,6.7,2,0,100,26.9,0.05832,1.9,0.96,1
198,4.7,597,6.8,2,0,100,12.6,0.05832,1.9,0.95,1
10,4.7,385,5.6,3,0,207,31.5,0.05832,1.9,0.89,1
12,4.7,355,6.2,2,0,207,61.2,0.05832,1.9,1.27,1
493.8,2.8,385,5.5,1,0,207,40.9,0.05832,1.9,0.7,1
24.6,9.9,193,5.7,2,0.061,207,23.5,0.05832,1.9,0.86,1
21.9,9.1,239,5.9,0,0,207,19.3,0.05832,1.9,0.99,1
28,9.1,541,5.8,2,0.054,207,17.3,0.05832,1.9,1.21,1
16,9.1,370,6.7,2,0.045,207,15.4,0.05832,1.9,1.12,1
10,9.1,40,5.7,0,0.039,207,65.8,0.05832,1.9,1.16,1
17.4,15.9,178,6,0,0.058,207,15.5,0.05832,1.9,1.25,1
12.2,4.6,133,5.6,0,0.08,207,51.3,0.05832,1.9,0.96,1
114,4.6,397,6,2,0,207,20,0.05832,1.9,0.82,1
48,4.6,413,5.7,2,0.043,207,31.2,0.05832,1.9,1.23,1
31,4.6,486,5.6,2,0,207,57.4,0.05832,1.9,1,1
10,4.6,134,5.6,0,0,207,49.4,0.05832,1.9,1,1
14.1,4.1,263,5.5,1,0.13,207,38.8,0.05832,1.9,0.92,1
10,4.1,265,5.6,1,0,207,52.7,0.05832,1.9,0.92,1
54.3,4,507,5.5,1,0.046,207,17.4,0.05832,1.9,0.79,1
9,4,433,5.7,2,0,207,34.1,0.05832,1.9,0.86,1
7.9,11.8,245,5.6,1,0,207,34.3,0.05832,1.9,1,1
134.7,11.8,529,6.6,2,0,207,15.7,0.05832,1.9,1,1
35,11.8,309,5.6,2,0,207,22.4,0.05832,1.9,0.98,1
14.1,11.2,299,5.7,2,0,207,19.6,0.05832,1.9,1.12,1
44,11.2,534,5.8,2,0,207,14.2,0.05832,1.9,0.68,1
10,11.2,584,5.6,1,0.058,207,33,0.05832,1.9,0.72,1
37,3.4,446,5.6,2,0,207,22.5,0.05832,1.9,0.75,1
10,3.4,225,5.7,2,0,207,15.3,0.05832,1.9,1.1,1
356.1,3.4,223,5.5,1,0.06,207,24.8,0.05832,1.9,1.03,1
11.4,3.4,286,5.5,0,0.044,207,111.4,0.05832,1.9,1.03,1
51.1,3.4,568,5.7,2,0,207,29.9,0.05832,1.9,1.03,1
14,3.4,558,6,2,0.05,207,32.2,0.05832,1.9,1.09,1
10,3.4,218,5.8,2,0,207,18.5,0.05832,1.9,1.06,1
10,3.4,110,5.5,0,0,207,53.4,0.05832,1.9,1.11,1
8.5,4.2,378,5.7,1,0,207,35.1,0.05832,1.9,0.9,1
54.4,4.7,280,5.6,0,0.044,207,69.2,0.05832,1.9,0.84,1
11,4.7,438,5.6,2,0.063,207,20.1,0.05832,1.9,0.88,1
39,4.4,269,5.5,3,0.081,138,28.1,0.05832,1.9,0.88,1
12,4.4,300,5.5,2,0.042,138,32.7,0.05832,1.9,0.92,1
10,4.4,286,5.9,2,0.08,138,40.6,0.05832,1.9,1,1
10,4.4,451,5.7,2,0,138,15.6,0.05832,1.9,1.08,1
105.9,4.4,681,6.2,2,0.048,138,17.1,0.05832,1.9,0.88,1
136.6,4.4,336,5.7,2,0.033,138,17.7,0.05832,1.9,0.94,1
10,4.4,225,6.3,2,0.044,138,73.1,0.05832,1.9,1.44,1
28,4.4,508,5.8,2,0.041,138,25.6,0.05832,1.9,0.85,1
10,4.4,484,5.9,1,0.052,138,22.2,0.05832,1.9,0.96,1
6.3,4.4,729,6,2,0,138,11.5,0.05832,1.9,0.96,1
11,4.4,513,5.6,3,0,296,28,0.05832,1.9,0.77,1
11,4.4,166,6.3,2,0.045,296,75,0.05832,1.9,1.14,1
10,4.4,661,5.6,2,0,296,14,0.05832,1.9,0.87,1
46,4.4,617,5.9,2,0,296,16.2,0.05832,1.9,0.74,1
10,4.4,149,6,2,0.043,296,24.1,0.05832,1.9,1.22,1
6.6,17.8,147,5.9,0,0.038,296,39,0.05832,1.9,1.15,1
10,17.8,579,6.1,2,0,296,20.6,0.05832,1.9,1.18,1
487.4,3.5,513,6,0,0.059,296,12.9,0.05832,1.9,0.95,1
586.9,3.5,548,6.7,2,0,296,21.3,0.05832,1.9,0.82,1
210.7,4.6,377,5.9,2,0.039,296,16.8,0.05832,1.9,0.88,1
10.3,8.8,547,5.6,2,0,296,30.8,0.05832,1.9,1.05,1
602,8.8,552,5.8,2,0.047,296,18,0.05832,1.9,0.89,1
10.2,8.8,678,5.8,2,0,296,16.7,0.05832,1.9,0.89,1
6.8,8.8,575,5.5,2,0.062,296,17.9,0.05832,1.9,0.89,1
53.2,6.1,135,5.6,0,0.062,296,18.8,0.05832,1.9,1.07,1
12,6.1,268,5.5,1,0.055,296,21.4,0.05832,1.9,0.98,1
25,6.1,281,5.8,2,0.089,296,13.8,0.05832,1.9,0.99,1
527,6.1,571,5.9,2,0.109,296,18.7,0.05832,1.9,0.91,1
10,6.1,121,5.5,0,0,296,64.9,0.05832,1.9,1.12,1
7,6.1,587,6.3,2,0.042,296,37,0.05832,1.9,1.07,1
7,6.1,580,6.3,2,0.033,296,31.5,0.05832,1.9,1.2,1
50,6.1,542,5.9,2,0.083,296,26.6,0.05832,1.9,0.88,1
10,6.1,123,5.7,2,0.078,296,106.8,0.05832,1.9,1.09,1
15,6.1,687,6.1,2,0.08,296,10.8,0.05832,1.9,0.68,1
24.3,7.9,359,5.5,1,0,296,21.9,0.05832,1.9,1.13,1
8,7.9,461,6,2,0.045,296,29,0.05832,1.9,0.98,1
266,5.1,525,5.8,2,0.106,296,22.2,0.05832,1.9,0.77,1
110,5.1,579,6.1,2,0.066,296,34.4,0.05832,1.9,0.88,1
70,5.1,512,5.9,2,0.04,296,13.9,0.05832,1.9,1.07,1
35,5.1,529,6,2,0,296,40.6,0.05832,1.9,1.07,1
16,5.1,332,5.7,2,0,296,16.4,0.05832,1.9,1.09,1
163.9,3.3,444,5.5,3,0.046,118,15.7,0.05832,1.9,0.93,1
86.1,8.9,195,5.5,3,0,27,33.4,0.05832,1.9,0.91,1
61.4,3.4,375,5.5,2,0.071,27,27.5,0.05832,1.9,0.83,1
41.4,6.7,473,5.7,2,0.048,27,20.8,0.05832,1.9,1.07,1
28,6.7,420,5.9,2,0.038,27,12,0.05832,1.9,1.09,1
50.8,4.1,535,5.7,2,0.042,27,14.7,0.05832,1.9,0.79,1
36,4.1,627,6.3,2,0.057,27,22.9,0.05832,1.9,0.94,1
14,4.1,760,6,2,0.052,27,21.2,0.05832,1.9,0.75,1
11.9,5,664,5.6,2,0,27,50.5,0.05832,1.9,0.71,1
542.8,4.4,309,5.5,1,0.052,27,29.5,0.05832,1.9,1.09,1
13.6,14.4,182,5.5,1,0,27,33.9,0.05832,1.9,1.07,1
14,14.4,288,5.7,2,0.06,27,54.7,0.05832,1.9,1.15,1
95,14.4,601,6.1,2,0.066,27,14.2,0.05832,1.9,0.93,1
16.5,10.5,187,5.5,2,0.054,27,37,0.05832,1.9,0.82,1
10,10.5,701,6,2,0.048,27,51.3,0.05832,1.9,0.98,1
10,10.5,272,5.5,2,0.043,27,20,0.05832,1.9,1.06,1
132.6,4,556,5.7,2,0,27,56.5,0.05832,1.9,1.07,1
10,4,331,5.5,0,0,27,64.7,0.05832,1.9,0.85,1
10,4,453,5.8,2,0,27,26.7,0.05832,1.9,0.91,1
18,4,526,6.3,2,0.066,27,21.5,0.05832,1.9,0.94,1
92.1,6.2,145,5.5,0,0.048,27,34.1,0.05832,1.9,0.88,1
58,6.2,279,5.6,1,0,27,17.6,0.05832,1.9,1.08,1
39.7,4.8,528,5.7,2,0,27,90.8,0.05832,1.9,0.94,1
92,4.8,452,5.5,2,0.061,27,24.2,0.05832,1.9,0.89,1
229.8,4.8,462,6.3,2,0.043,27,27.6,0.05832,1.9,0.89,1
160.1,4.8,521,6.3,2,0.062,27,19.6,0.05832,1.9,0.92,1
35,4.8,347,5.7,2,0.061,27,14.4,0.05832,1.9,0.91,1
20,4.8,626,6,2,0,27,68.9,0.05832,1.9,0.83,1
55.8,2.3,468,5.6,2,0.052,27,41.5,0.05832,1.9,0.88,1
39.2,4.6,302,5.6,2,0,27,72.4,0.05832,1.9,1.04,1
10,4.6,592,5.7,2,0.093,27,51,0.05832,1.9,0.99,1
89.5,8.2,357,5.7,2,0.06,27,36.2,0.05832,1.9,0.93,1
12,3,593,5.8,2,0.078,27,38.2,0.05832,1.9,0.88,1
198,3,310,5.7,2,0.063,27,15,0.05832,1.9,1.14,1
10.4,2.5,243,5.5,0,0.052,27,31.7,0.05832,1.9,1.02,1
85.9,3.8,660,5.5,1,0.049,27,45.4,0.05832,1.9,0.8,1
13.1,4,248,5.6,2,0,27,16.7,0.05832,1.9,0.89,1
10,4,37,5.9,2,0.073,27,46.3,0.05832,1.9,1.11,1
536.9,4.4,532,5.9,2,0,27,13.7,0.05832,1.9,0.81,1
98.4,4.4,287,5.6,2,0,27,20.7,0.05832,1.9,0.96,1
19,4.4,651,6,2,0,27,25.6,0.05832,1.9,0.71,1
10,4.4,645,5.8,2,0,27,48.6,0.05832,1.9,0.72,1
625.3,6.8,319,5.6,1,0,27,34.9,0.05832,1.9,0.86,1
11.8,6.8,434,5.6,1,0,27,13.2,0.05832,1.9,0.86,1
10,6.8,312,5.9,2,0,27,33.9,0.05832,1.9,0.96,1
20.3,14,98,5.6,2,0.054,27,24.2,0.05832,1.9,1.14,1
22,14,570,6.4,2,0,27,16.2,0.05832,1.9,1.08,1
20,14,220,6.4,2,0.075,27,14.8,0.05832,1.9,1.02,1
20,14,114,6.7,2,0.059,27,71.9,0.05832,1.9,1.24,1
10,14,292,5.5,1,0.053,27,62.4,0.05832,1.9,0.94,1
32.8,14,261,5.6,0,0,27,24.8,0.05832,1.9,0.99,1
41,14,576,6.5,2,0.086,27,11.7,0.05832,1.9,0.97,1
75.3,3.5,481,5.7,1,0.169,27,12.2,0.05832,1.9,0.87,1
502.3,3.5,814,5.6,2,0.046,27,10.2,0.05832,1.9,0.8,1
18,3.5,558,5.9,2,0.146,27,28.1,0.05832,1.9,1.06,1
65,3.5,170,5.5,1,0.035,27,28.9,0.05832,1.9,1.1,1
144.6,3,698,6.1,2,0,27,18.4,0.05832,1.9,0.8,1
46,3,409,6.1,2,0,27,13.3,0.05832,1.9,0.8,1
20,3,202,5.5,1,0.071,27,90.4,0.05832,1.9,1.08,1
484.3,3,524,5.8,2,0.069,27,23.7,0.05832,1.9,0.81,1
13,3,349,5.9,2,0.063,27,30.9,0.05832,1.9,0.96,1
10,3,316,5.6,2,0,27,156.3,0.05832,1.9,1.26,1
13,3,857,6.2,2,0,27,44.9,0.05832,1.9,1.08,1
11,3,510,6.4,2,0.083,27,21.2,0.05832,1.9,1.23,1
12,3,522,6.2,2,0,27,19.9,0.05832,1.9,0.98,1
13,3,471,6.2,2,0.116,27,14.5,0.05832,1.9,0.86,1
10,3,28,5.5,0,0.098,27,74.5,0.05832,1.9,1.36,1
583.2,2.6,862,7.7,2,0.05,27,13.8,0.05832,1.9,0.83,1
56,2.6,475,5.5,1,0,27,22.9,0.05832,1.9,1.25,1
10,2.6,124,5.6,0,0.049,27,74,0.05832,1.9,1.2,1
10,2.6,92,5.8,2,0.071,27,54.6,0.05832,1.9,1.09,1
10,2.6,366,5.5,0,0.068,27,73.4,0.05832,1.9,0.81,1
10,2.6,359,6.3,2,0,27,15.6,0.05832,1.9,1.24,1
31.4,9.2,354,5.7,0,0,27,27,0.05832,1.9,0.84,1
10,9.2,203,5.8,2,0,27,26.1,0.05832,1.9,1.09,1
15,9.2,466,5.7,2,0,27,44.8,0.05832,1.9,0.83,1
10,9.2,546,5.6,2,0.075,27,116.6,0.05832,1.9,0.88,1
73,9.2,478,6.2,2,0.048,27,13.3,0.05832,1.9,0.96,1
15.1,12.3,222,5.6,1,0.05,27,21.8,0.05832,1.9,0.94,1
16,12.3,414,5.7,2,0,27,28.6,0.05832,1.9,0.87,1
10,12.3,54,5.5,0,0,27,42.9,0.05832,1.9,1.05,1
38,5.6,413,5.6,2,0.052,27,19.2,0.05832,1.9,0.96,1
54.5,3.6,640,5.9,1,0,27,56.2,0.05832,1.9,0.9,1
10,3.6,82,5.6,1,0.067,27,37.5,0.05832,1.9,1.21,1
91.1,3.5,497,6.6,2,0,27,14.6,0.05832,1.9,0.87,1
28,3.5,417,7.3,2,0,27,37,0.05832,1.9,1.3,1
35,3.5,512,5.5,3,0.068,299,37.4,0.05832,1.9,0.97,1
35,3.5,390,5.5,2,0,299,61.2,0.05832,1.9,1.02,1
47.4,3.5,672,5.5,1,0,299,23.8,0.05832,1.9,0.77,1
10,3.5,299,5.6,0,0.063,299,29.8,0.05832,1.9,1.07,1
14,3.5,622,6.8,2,0,299,40,0.05832,1.9,1.11,1
28,3.5,682,7.6,2,0,299,10.2,0.05832,1.9,1.02,1
40.3,3.9,280,5.6,0,0.103,299,16.2,0.05832,1.9,0.92,1
256.7,3.9,609,5.5,1,0,299,62,0.05832,1.9,0.92,1
12,3.9,283,5.8,2,0.08,299,20.5,0.05832,1.9,1.01,1
14,3.9,389,6.1,2,0.04,299,15.5,0.05832,1.9,1.06,1
10,3.9,201,5.7,0,0.054,299,19.1,0.05832,1.9,1.04,1
27,3.9,360,6,2,0.06,299,20.5,0.05832,1.9,1.01,1
35,3.9,703,7.6,2,0.081,299,34.3,0.05832,1.9,1.2,1
41.6,6.5,74,5.6,0,0.048,299,30,0.05832,1.9,0.93,1
10,6.5,428,5.7,1,0,299,56.2,0.05832,1.9,0.82,1
10,6.5,384,5.5,2,0.09,299,11.1,0.05832,1.9,1.04,1
5,6.5,452,5.7,1,0.037,299,16,0.05832,1.9,0.75,1
21,6.5,483,6.1,2,0,299,19.2,0.05832,1.9,0.8,1
35,6.5,637,5.7,2,0.058,299,34.3,0.05832,1.9,1.05,1
31,6.5,198,5.9,2,0.065,299,59.6,0.05832,1.9,0.66,1
115.8,2.4,473,5.5,1,0.027,299,47.6,0.05832,1.9,0.87,1
14,3.5,453,5.6,2,0,299,51.3,0.05832,1.9,1.02,1
8,3.5,393,5.9,2,0,299,17.3,0.05832,1.9,0.8,1
32.4,3.3,590,5.5,2,0,299,41.2,0.05832,1.9,0.89,1
10,3.3,358,5.5,0,0,299,40.9,0.05832,1.9,0.94,1
19,3.3,549,6.2,2,0.047,299,14.9,0.05832,1.9,0.95,1
10,3.3,96,5.5,0,0,299,59.7,0.05832,1.9,0.95,1
10,3.3,170,5.7,2,0,299,23.1,0.05832,1.9,1.01,1
85,3.3,164,5.5,1,0.11,299,26,0.05832,1.9,1.14,1
570.4,4.2,482,5.7,2,0,299,21.7,0.05832,1.9,0.86,1
11,4.2,395,5.5,2,0,299,24.9,0.05832,1.9,0.88,1
10,4.2,389,5.5,1,0.098,299,30.9,0.05832,1.9,0.78,1
121.7,4.4,428,5.6,2,0,299,44.9,0.05832,1.9,0.81,1
10,4.4,659,6.3,2,0,299,25.7,0.05832,1.9,1,1
16,4.4,882,6.4,2,0,299,15.5,0.05832,1.9,0.98,1
10,4.4,232,5.8,2,0,299,28,0.05832,1.9,1.27,1
12,4.4,466,5.5,1,0.078,299,81.5,0.05832,1.9,0.81,1
170,4.4,934,7.3,2,0,299,15.5,0.05832,1.9,0.87,1
15,4.4,579,6.1,2,0,299,34.1,0.05832,1.9,0.82,1
18.3,18.8,106,5.5,1,0,299,41.4,0.05832,1.9,1.2,1
9,18.8,222,5.7,1,0,299,27.3,0.05832,1.9,0.99,1
10,18.8,363,5.7,1,0.043,299,34.5,0.05832,1.9,0.78,1
41.4,2.9,667,5.5,1,0.067,299,28.5,0.05832,1.9,0.94,1
10,2.9,330,5.5,0,0,299,105.6,0.05832,1.9,1.31,1
40.4,5,344,5.6,1,0.35,299,27.2,0.05832,1.9,1.01,1
122,5,623,5.7,2,0.061,299,23.6,0.05832,1.9,1.01,1
14,5,520,5.9,2,0.26,299,35.8,0.05832,1.9,1.11,1
10,5,493,6.1,2,0,299,14.3,0.05832,1.9,0.91,1
20,5,192,5.6,0,0.06,299,19.1,0.05832,1.9,1.18,1
10,5,131,6.6,2,0.029,299,64.7,0.05832,1.9,1.22,1
81.8,3,401,5.5,2,0,299,30.7,0.05832,1.9,0.8,1
13,3,291,6.6,2,0,299,17.7,0.05832,1.9,0.98,1
37,3,344,5.8,2,0,299,10.2,0.05832,1.9,0.9,1
35,3,640,5.7,2,0,299,19.4,0.05832,1.9,0.76,1
10,3,280,5.5,0,0,299,19.1,0.05832,1.9,1.01,1
68.8,3,552,5.5,4,0,299,58.3,0.05832,1.9,1.14,1
21,3,339,5.6,2,0,299,87.5,0.05832,1.9,1.11,1
82.3,3,421,5.5,1,0,299,42.4,0.05832,1.9,1.23,1
81,3.5,738,5.6,2,0,299,11.8,0.05832,1.9,0.78,1
110.5,3.5,225,5.6,2,0,299,25.3,0.05832,1.9,0.78,1
326,3.4,513,6,2,0.029,299,19.5,0.05832,1.9,0.99,1
7.5,2.3,257,5.9,2,0,299,48.7,0.05832,1.9,1.28,1
10,2.3,134,5.6,0,0,299,45.7,0.05832,1.9,1.14,1
35,2.3,102,5.5,3,0,48,56.8,0.05832,1.9,1.34,1
36,2.3,392,6.2,2,0.175,48,18.6,0.05832,1.9,1.18,1
10,2.3,455,5.5,2,0.059,48,27.7,0.05832,1.9,0.74,1
436,2.3,606,5.9,2,0.132,48,9.8,0.05832,1.9,0.72,1
10,2.3,95,5.6,1,0.103,48,50.1,0.05832,1.9,1.01,1
123.1,4,378,5.8,2,0.052,48,24.1,0.05832,1.9,0.73,1
17,4,691,6.5,2,0,48,34.4,0.05832,1.9,0.85,1
55.7,2.8,452,5.6,2,0.044,48,51.5,0.05832,1.9,0.68,1
14,2.8,807,7.8,2,0,48,42.7,0.05832,1.9,0.99,1
10,2.8,243,5.5,4,0.061,48,68.6,0.05832,1.9,0.96,1
9,2.8,399,6.3,2,0.068,48,70.8,0.05832,1.9,1.14,1
10,2.8,259,5.6,4,0.035,48,37.1,0.05832,1.9,1.48,1
10,2.8,103,5.5,0,0,48,40,0.05832,1.9,0.83,1
35,2.8,246,5.7,2,0.061,48,43,0.05832,1.9,1.02,1
9,2.8,579,6.2,2,0,48,42.8,0.05832,1.9,1.13,1
142.1,3.7,271,5.7,2,0,48,23.8,0.05832,1.9,1.08,1
9.1,7.4,543,5.5,1,0,48,41.7,0.05832,1.9,0.73,1
37,7.4,527,6.1,2,0.059,48,11.5,0.05832,1.9,1.04,1
10,7.4,452,5.6,2,0,48,23.5,0.05832,1.9,0.95,1
19.1,6.7,563,5.6,2,0.081,48,35.2,0.05832,1.9,0.73,1
25,7.6,308,5.7,2,0,48,12.2,0.05832,1.9,1.09,1
35,7.6,163,5.6,2,0.049,48,28.2,0.05832,1.9,0.91,1
10,7.6,351,5.6,2,0.073,48,39.7,0.05832,1.9,0.9,1
10,7.6,117,5.5,1,0.051,48,70.4,0.05832,1.9,0.75,1
24,7.6,751,7.4,2,0,48,25.5,0.05832,1.9,1.27,1
35,7.6,382,5.7,0,0.137,48,79.6,0.05832,1.9,1.17,1
118.4,5.1,143,5.6,0,0.099,48,17.5,0.05832,1.9,0.98,1
13.7,3.3,613,6.1,2,0.039,48,101,0.05832,1.9,1.17,1
129,3.3,524,6,2,0.049,48,23.3,0.05832,1.9,0.8,1
13.7,3.7,391,6.8,2,0,48,13.7,0.05832,1.9,1.05,1
6,3.7,279,5.8,2,0,48,29,0.05832,1.9,0.95,1
28.4,10.9,217,5.5,2,0,48,19,0.05832,1.9,1.18,1
20,10.9,598,6.5,2,0.043,48,57.3,0.05832,1.9,1.08,1
9,10.9,821,6.3,2,0,48,59.7,0.05832,1.9,0.82,1
9,10.9,208,6.1,2,0.069,48,31.5,0.05832,1.9,1.06,1
24.4,10.9,315,5.6,0,0.048,48,29.1,0.05832,1.9,0.78,1
40.9,3,324,5.7,2,0.047,48,18.1,0.05832,1.9,0.73,1
63,3,525,6.1,2,0.048,48,22.1,0.05832,1.9,0.83,1
35,3,123,5.6,2,0.038,48,50.6,0.05832,1.9,1.46,1
10,3,198,5.9,2,0,48,21.9,0.05832,1.9,0.7,1
53,3,576,6.1,2,0.068,48,45.2,0.05832,1.9,1.18,1
28.1,3,622,5.5,1,0.066,48,21.4,0.05832,1.9,0.68,1
10,3,130,5.6,0,0,48,64.6,0.05832,1.9,0.9,1
29,3,793,6.5,2,0.075,48,11.1,0.05832,1.9,0.81,1
123.2,3,301,5.6,2,0.05,48,46.7,0.05832,1.9,0.83,1
10,3,586,5.9,2,0,48,31.3,0.05832,1.9,0.77,1
13,3,430,6,2,0,48,12.4,0.05832,1.9,0.88,1
18,3,483,5.9,2,0,48,30.4,0.05832,1.9,0.85,1
516.6,2.8,552,5.9,2,0,48,15.6,0.05832,1.9,0.83,1
11.2,5,283,5.7,2,0,48,24.3,0.05832,1.9,1.16,1
118.3,3.9,647,5.6,2,0,48,20.2,0.05832,1.9,0.85,1
50.3,3.5,340,5.6,2,0,48,22.5,0.05832,1.9,0.77,1
10,3.5,362,5.5,1,0,48,46,0.05832,1.9,1.02,1
10,3.5,170,5.9,2,0.083,48,16.5,0.05832,1.9,0.8,1
10,3.5,272,5.5,1,0.058,48,77.6,0.05832,1.9,1.02,1
200.2,5.1,399,5.7,1,0,48,28.3,0.05832,1.9,0.84,1
32,5.1,349,6.1,2,0,48,13,0.05832,1.9,0.77,1
10,5.1,61,5.6,0,0.056,48,63,0.05832,1.9,1.02,1
62.2,5.1,740,5.8,2,0.037,48,30.3,0.05832,1.9,1.02,1
14.4,9.6,248,5.8,2,0.048,48,20.2,0.05832,1.9,0.98,1
30.6,8.2,245,5.5,0,0,48,44.3,0.05832,1.9,0.76,1
31,8.2,918,7.3,2,0.083,48,14.8,0.05832,1.9,0.91,1
32,6,708,6.2,2,0,48,15,0.05832,1.9,0.86,1
20.2,6.4,347,5.5,3,0,231,19.7,0.05832,1.9,0.74,1
163,6.4,387,6.3,2,0,231,28,0.05832,1.9,1.19,1
139.8,3.8,327,5.7,0,0,231,21,0.05832,1.9,0.82,1
10,3.8,165,5.6,2,0.038,231,23.1,0.05832,1.9,1.15,1
63.2,4.5,295,5.6,1,0,231,15,0.05832,1.9,1.01,1
155,4.5,517,7.1,2,0,231,8.7,0.05832,1.9,0.95,1
30,4.5,445,6,2,0.063,231,35,0.05832,1.9,0.74,1
10,4.5,612,5.5,2,0,231,21.3,0.05832,1.9,0.94,1
13,4.5,760,6.3,2,0,231,20.9,0.05832,1.9,1.29,1
10,4.5,116,5.8,0,0,231,43.4,0.05832,1.9,0.91,1
26,4.5,725,6,2,0,231,45.1,0.05832,1.9,0.73,1
52,4.5,510,6.1,2,0,231,11.8,0.05832,1.9,0.87,1
68,3.5,508,5.6,2,0,231,51.8,0.05832,1.9,0.7,1
44.2,3.3,424,6.1,2,0,231,24.6,0.05832,1.9,0.84,1
10,3.3,259,5.9,2,0,231,46.9,0.05832,1.9,1.03,1
10,3.3,208,5.7,1,0,231,55.9,0.05832,1.9,1.12,1
200.7,3.3,521,6.7,2,0,231,13.7,0.05832,1.9,0.81,1
