Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
134.4,4.4,213,5.5,2,0,231,19.6,0.05832,1.9,0.94,1
15.2,5.5,415,5.7,2,0,231,19.7,0.05832,1.9,0.88,1
10,5.5,117,5.5,1,0,231,27.6,0.05832,1.9,1.16,1
14.2,9.6,243,5.9,2,0,231,59.7,0.05832,1.9,0.78,1
112.1,9.6,373,5.5,2,0,231,17,0.05832,1.9,0.97,1
4,9.6,126,5.7,2,0,231,35.5,0.05832,1.9,1.33,1
117.4,9.6,361,5.5,2,0.078,231,20.3,0.05832,1.9,0.82,1
26.3,12.8,139,5.6,1,0,231,36.5,0.05832,1.9,1.35,1
10,12.8,659,7.5,2,0.053,231,28.5,0.05832,1.9,1.26,1
12.8,2.3,487,5.7,2,0,231,14,0.05832,1.9,0.85,1
10,2.3,104,5.7,2,0,231,49.7,0.05832,1.9,1.12,1
93,2.3,482,5.8,2,0,231,14.7,0.05832,1.9,0.99,1
10,2.3,39,5.6,2,0,231,64.9,0.05832,1.9,0.95,1
38,2.3,260,5.7,2,0,231,16.2,0.05832,1.9,1.02,1
10,2.3,429,5.7,2,0,231,60.1,0.05832,1.9,1.03,1
4,4.5,423,5.5,2,0,231,60.2,0.05832,1.9,0.92,1
10,4.5,75,6.1,2,0,231,40.8,0.05832,1.9,1.13,1
12,4.5,569,5.5,1,0,231,25.1,0.05832,1.9,0.85,1
10,4.5,328,5.5,0,0.069,231,52,0.05832,1.9,0.91,1
10,4.5,160,5.5,1,0,231,48.2,0.05832,1.9,0.99,1
12,4.5,498,6.1,2,0,231,16.5,0.05832,1.9,1.24,1
19,4.5,546,5.7,2,0.068,231,21,0.05832,1.9,0.8,1
15,4.5,548,6.1,2,0,231,14.5,0.05832,1.9,0.76,1
45,4.5,596,6.8,2,0.044,231,19.3,0.05832,1.9,1.07,1
10,4.5,301,6.1,2,0,231,28.9,0.05832,1.9,0.92,1
9,4.5,450,6.1,2,0.066,231,16.3,0.05832,1.9,0.92,1
10,4.5,346,5.8,0,0,231,32.3,0.05832,1.9,0.99,1
10,4.5,323,5.5,0,0,231,26.1,0.05832,1.9,0.84,1
10,4.5,238,5.5,0,0,231,34.4,0.05832,1.9,0.74,1
13.4,4.5,523,5.9,2,0,231,30.5,0.05832,1.9,0.74,1
44.1,9.9,140,5.8,2,0.083,231,29.4,0.05832,1.9,1.28,1
15,9.9,313,6,2,0,231,28.5,0.05832,1.9,0.92,1
10,9.9,309,6.3,2,0,231,29.5,0.05832,1.9,1.31,1
10,9.9,158,6.4,2,0,231,28.1,0.05832,1.9,1.3,1
22.2,7.1,360,5.8,2,0.063,231,29.5,0.05832,1.9,0.69,1
107,7.1,686,6.9,2,0,231,28,0.05832,1.9,0.86,1
40.8,4.1,499,5.5,3,0,298,20,0.05832,1.9,0.81,1
6,4.1,343,6,1,0,298,30.3,0.05832,1.9,0.8,1
10,0,65,5.5,0,0,298,48.8,0.05832,1.9,0.87,1
11,0,341,6,2,0,298,29.6,0.05832,1.9,0.58,1
24,0,460,8,2,0,298,20.9,0.05832,1.9,1.29,1
10,0,113,5.9,3,0,48,25,0.05832,1.9,1.03,1
12.6,21.3,190,5.6,3,0,110,29,0.05832,1.9,1.24,1
10,21.3,550,7.1,2,0,110,18.4,0.05832,1.9,1.19,1
10,21.3,48,5.5,3,0,17,107.2,0.05832,1.9,0.81,1
23.1,15.7,111,5.5,3,0,39,30.3,0.05832,1.9,0.88,1
10,2.4,116,5.6,3,0,63,28,0.05832,1.9,0.94,1
10,2.4,31,5.5,3,0,10,112.5,0.05832,1.9,0.99,1
10,2.4,271,5.5,3,0,190,28.9,0.05832,1.9,1.04,1
8.8,5.5,445,7,2,0,190,17.5,0.05832,1.9,1.22,1
10,5.5,31,5.6,3,0,12,110.4,0.05832,1.9,1.18,1
10,5.5,58,5.5,3,0.065,18,49.6,0.05832,1.9,0.96,1
10,5.5,298,5.6,3,0,218,27.9,0.05832,1.9,0.66,1
10,5.5,250,5.5,3,0,177,25.6,0.05832,1.9,0.63,1
12.5,17.7,208,5.6,3,0,156,43.6,0.05832,1.9,1.09,1
10,17.7,365,5.5,3,0,275,28.6,0.05832,1.9,0.52,1
10,17.7,364,6.1,0,0,275,32.1,0.05832,1.9,1.04,1
10.5,4.3,357,5.9,0,0,275,29.4,0.05832,1.9,0.94,1
10,4.3,264,5.9,1,0,275,33.7,0.05832,1.9,0.76,1
10,4.3,274,6,1,0,275,29.4,0.05832,1.9,0.98,1
10,4.3,313,5.8,0,0,275,25.8,0.05832,1.9,0.83,1
14,4.3,302,6,2,0.081,275,26.3,0.05832,1.9,0.81,1
10,4.3,289,5.9,0,0.042,275,25.5,0.05832,1.9,0.7,1
10,4.3,136,5.6,4,0,217,62.2,0.05832,1.9,0.96,1
13.7,3.4,351,5.8,1,0,217,45.2,0.05832,1.9,0.73,1
24.5,12.3,222,5.6,0,0,217,33.3,0.05832,1.9,0.87,1
8,12.3,343,6,2,0,217,24.2,0.05832,1.9,0.77,1
18,12.3,378,5.8,2,0,217,38.2,0.05832,1.9,0.84,1
11,12.3,361,5.8,2,0.07,217,24.6,0.05832,1.9,0.66,1
11,12.3,387,6.7,2,0.083,217,26.5,0.05832,1.9,1.03,1
10,12.3,280,5.8,0,0.031,217,29.4,0.05832,1.9,0.75,1
14,12.3,221,5.5,1,0.025,217,41,0.05832,1.9,0.85,1
6,12.3,190,5.5,1,0.057,217,31.4,0.05832,1.9,0.76,1
12,12.3,400,6.8,2,0.041,217,17.5,0.05832,1.9,1.14,1
10,12.3,134,5.8,0,0.028,217,34.6,0.05832,1.9,1.11,1
21,12.3,334,7.1,2,0.027,217,16.5,0.05832,1.9,0.92,1
93,4.4,511,5.7,3,0.04,299,11.5,0.05832,1.9,0.8,1
10,4.4,312,5.7,0,0.066,299,51.7,0.05832,1.9,1.08,1
10,4.4,193,5.5,1,0,299,87.6,0.05832,1.9,0.95,1
9,4.4,201,5.5,1,0,299,27.3,0.05832,1.9,0.84,1
145,4.4,562,6.9,2,0.052,299,23.7,0.05832,1.9,0.91,1
18,4.4,421,6.6,2,0.068,299,16.6,0.05832,1.9,0.98,1
10,4.4,64,5.5,0,0,299,80.7,0.05832,1.9,1.14,1
10,4.4,282,5.6,1,0,299,38.9,0.05832,1.9,0.61,1
122,4.4,384,5.6,1,0,299,15.7,0.05832,1.9,0.95,1
11,4.4,216,6,2,0,299,29.5,0.05832,1.9,1.03,1
10,4.4,353,5.7,2,0,299,16.5,0.05832,1.9,0.83,1
10,4.4,203,5.7,2,0,299,29.5,0.05832,1.9,1.01,1
9.2,13.1,144,5.5,2,0,299,62.9,0.05832,1.9,0.86,1
35,13.1,232,5.6,3,0,133,31.9,0.05832,1.9,0.92,1
11,13.1,697,6.6,2,0,133,15.3,0.05832,1.9,1.15,1
74,13.1,486,5.7,2,0,133,27.3,0.05832,1.9,0.66,1
105,13.1,513,6.1,2,0,133,17.6,0.05832,1.9,0.76,1
207.1,3.7,499,5.8,2,0,133,28.3,0.05832,1.9,1.06,1
10,3.7,147,5.5,1,0,133,54.8,0.05832,1.9,0.92,1
10,3.7,227,5.7,2,0,133,29.9,0.05832,1.9,1.12,1
10,3.7,317,5.5,2,0,133,20.3,0.05832,1.9,0.98,1
35,3.7,399,5.9,2,0,133,29.8,0.05832,1.9,0.84,1
50,3.7,389,5.5,2,0.075,133,44.4,0.05832,1.9,0.88,1
47,3.7,369,5.7,2,0.073,133,26.7,0.05832,1.9,0.78,1
6,3.7,358,5.6,2,0,133,18.7,0.05832,1.9,0.58,1
18,3.7,456,5.6,2,0,133,90.4,0.05832,1.9,1.09,1
575.2,2.6,668,6.1,2,0,133,20.1,0.05832,1.9,0.8,1
12,2.6,423,5.9,2,0,133,22.1,0.05832,1.9,0.85,1
20,2.6,267,5.9,2,0,133,19.3,0.05832,1.9,0.95,1
10,2.6,240,5.6,2,0,133,40.8,0.05832,1.9,0.82,1
10,2.6,108,5.5,1,0.065,133,31.8,0.05832,1.9,1.17,1
10,2.6,561,5.8,2,0,133,24.5,0.05832,1.9,0.72,1
624.7,2.6,481,5.7,2,0,133,31,0.05832,1.9,0.93,1
18,2.6,447,5.9,2,0,133,15.3,0.05832,1.9,0.89,1
41,2.6,531,6.9,2,0,133,20.7,0.05832,1.9,0.94,1
39,2.6,379,5.8,2,0,133,23.1,0.05832,1.9,0.84,1
33,2.6,635,6.4,2,0,133,34.8,0.05832,1.9,0.86,1
29,2.6,480,6.5,2,0,133,20.7,0.05832,1.9,0.87,1
190.4,3.7,189,5.6,2,0,133,13.4,0.05832,1.9,0.73,1
22,3.7,219,5.8,2,0,133,18.1,0.05832,1.9,0.73,1
12,3.7,55,5.5,1,0,133,109.7,0.05832,1.9,1.08,1
15.2,3.7,373,5.5,2,0,133,20.4,0.05832,1.9,1.08,1
236.5,3.7,478,5.5,1,0,133,24.2,0.05832,1.9,0.86,1
39,3.7,511,5.8,2,0,133,37.9,0.05832,1.9,0.82,1
8,3.7,646,5.5,2,0,133,37,0.05832,1.9,1.02,1
60,3.7,461,5.7,2,0,133,17.9,0.05832,1.9,0.85,1
28,3.7,317,6.5,2,0,133,14.2,0.05832,1.9,1.26,1
14.2,20.4,79,5.5,0,0,133,40.4,0.05832,1.9,1.22,1
10,20.4,336,5.5,2,0.065,133,24.9,0.05832,1.9,0.74,1
10,20.4,385,5.5,3,0.048,299,37,0.05832,1.9,0.89,1
5,1.7,627,5.8,2,0,299,29,0.05832,1.9,0.98,1
21.8,20.7,81,5.5,1,0,299,81.1,0.05832,1.9,1.37,1
20,20.7,339,5.9,2,0,299,39,0.05832,1.9,1,1
11.7,2.7,247,5.5,0,0.05,299,42.3,0.05832,1.9,0.97,1
8,2.7,745,5.9,2,0.069,299,19.4,0.05832,1.9,0.58,1
10,2.7,267,6.1,2,0,299,32.6,0.05832,1.9,0.8,1
189,2.7,674,6.2,2,0.04,299,25.1,0.05832,1.9,1.1,1
10,2.7,524,5.5,2,0,299,85.7,0.05832,1.9,0.79,1
68.7,3.9,296,5.5,1,0,299,33.3,0.05832,1.9,0.99,1
19,3.9,324,5.9,2,0,299,13.4,0.05832,1.9,0.98,1
10,3.9,242,5.5,0,0,299,45.1,0.05832,1.9,0.9,1
15,3.2,255,5.6,0,0.052,299,51,0.05832,1.9,1.25,1
10,3.2,215,5.5,2,0,299,23.4,0.05832,1.9,0.92,1
10,3.2,46,5.6,1,0,299,58.8,0.05832,1.9,1.17,1
14,3.2,495,6,2,0,299,52.5,0.05832,1.9,0.85,1
16.8,3.1,380,5.5,2,0,299,50.1,0.05832,1.9,0.92,1
9,3.1,470,5.9,2,0,299,22.2,0.05832,1.9,0.94,1
563.3,2.5,680,6.3,2,0,299,16.5,0.05832,1.9,0.86,1
24.3,2.5,30,5.5,0,0.048,299,54.5,0.05832,1.9,0.86,1
562.8,2.1,654,5.8,2,0,299,24.8,0.05832,1.9,0.78,1
66,2.1,640,7,2,0.04,299,11.4,0.05832,1.9,0.81,1
9.9,2.5,37,5.5,0,0.037,299,71,0.05832,1.9,0.88,1
12,2.5,427,6.4,2,0.071,299,20.6,0.05832,1.9,0.83,1
11.5,8,384,5.8,2,0,299,15.4,0.05832,1.9,1.07,1
9.9,2.2,325,5.5,3,0,205,23,0.05832,1.9,0.89,1
21.4,4.1,267,5.7,2,0,205,49,0.05832,1.9,1.07,1
14,4.1,535,5.8,2,0,205,13,0.05832,1.9,0.77,1
280.2,3.9,632,6,2,0,205,14.1,0.05832,1.9,1.04,1
31,3.9,491,6.6,2,0.08,205,11.5,0.05832,1.9,0.64,1
7,3.9,227,5.7,2,0,205,17,0.05832,1.9,1.17,1
80,3.9,506,7.7,2,0,205,26.6,0.05832,1.9,1.09,1
13,3.9,445,6.6,2,0.058,205,11,0.05832,1.9,1.06,1
56.2,3.6,349,5.6,2,0,205,19,0.05832,1.9,1.12,1
50.4,4.5,234,5.5,1,0,205,18,0.05832,1.9,0.99,1
8.8,3.6,249,5.6,1,0,205,65,0.05832,1.9,1.21,1
50.5,3.7,421,5.9,2,0.063,205,21,0.05832,1.9,0.71,1
10,3.7,88,5.5,0,0,205,49.4,0.05832,1.9,0.95,1
10,3.7,290,5.5,0,0,205,36.8,0.05832,1.9,0.83,1
110,3.7,770,7.2,2,0,205,10.1,0.05832,1.9,0.86,1
15.2,2.7,341,5.8,2,0,205,12,0.05832,1.9,1.11,1
15,2.7,599,6.1,2,0,205,16,0.05832,1.9,0.78,1
14,2.7,548,6.6,2,0,205,12.6,0.05832,1.9,1.08,1
65.3,3.1,357,5.7,2,0,205,27.8,0.05832,1.9,0.59,1
108.1,2.7,456,5.9,2,0,205,12.9,0.05832,1.9,0.73,1
11,2.7,73,5.8,2,0,205,57,0.05832,1.9,0.71,1
18,2.7,539,6.1,2,0,205,51.9,0.05832,1.9,1.06,1
421.9,2.7,688,6.1,2,0,205,9.5,0.05832,1.9,0.78,1
44,2.7,729,5.6,2,0,205,30.9,0.05832,1.9,0.93,1
30,2.7,539,6,2,0.043,205,41,0.05832,1.9,1.21,1
18,2.7,196,5.5,1,0.052,205,126.8,0.05832,1.9,1.18,1
10,2.7,264,6.5,2,0,205,16.6,0.05832,1.9,0.82,1
63.8,2.7,303,5.5,2,0,205,20,0.05832,1.9,0.89,1
351,2.7,386,6.1,2,0,205,16,0.05832,1.9,0.94,1
35,2.7,424,5.6,2,0,205,42.2,0.05832,1.9,0.83,1
10,2.7,599,5.9,2,0.059,205,27.3,0.05832,1.9,0.77,1
15,2.7,137,5.7,2,0.047,205,25,0.05832,1.9,1.11,1
10,2.7,84,5.5,0,0,205,34.5,0.05832,1.9,1.28,1
9.9,1.8,185,5.5,1,0,205,96,0.05832,1.9,1.08,1
11,1.8,423,6,2,0,205,36,0.05832,1.9,0.84,1
3.9,3.1,186,5.7,2,0,205,29,0.05832,1.9,0.93,1
15,3.1,351,6.1,2,0,205,33.1,0.05832,1.9,0.93,1
8.9,3.1,241,5.5,0,0,205,51.7,0.05832,1.9,0.93,1
212.9,3.6,536,6.4,2,0,205,31,0.05832,1.9,0.54,1
17.6,3.6,298,5.5,1,0,205,29.2,0.05832,1.9,0.54,1
11,3.6,428,5.8,2,0,205,59,0.05832,1.9,1.12,1
14,3.6,165,5.5,1,0.032,205,49.9,0.05832,1.9,0.99,1
166.9,5,356,5.5,2,0.052,205,17,0.05832,1.9,0.9,1
602.2,4.2,131,6.8,2,0,205,18,0.05832,1.9,1.14,1
17,2.8,258,5.6,2,0,205,14,0.05832,1.9,0.89,1
105,2.8,453,5.5,2,0,205,81.3,0.05832,1.9,0.89,1
58.7,3.1,545,5.7,2,0.075,205,12,0.05832,1.9,0.89,1
10.1,2.4,255,5.6,2,0.04,205,48,0.05832,1.9,0.71,1
7,2.4,198,5.7,2,0.098,205,25,0.05832,1.9,1,1
10,2.4,81,5.6,2,0,205,36,0.05832,1.9,0.86,1
39,2.4,436,6,2,0,205,14,0.05832,1.9,0.77,1
15,2.4,242,5.5,1,0,205,51.5,0.05832,1.9,0.77,1
18,2.4,140,6.1,2,0,205,46,0.05832,1.9,0.89,1
35,2.4,217,5.5,0,0,205,26.6,0.05832,1.9,0.86,1
10,2.4,180,6.4,2,0,205,73,0.05832,1.9,1.15,1
30,2.4,582,6,2,0,205,57.2,0.05832,1.9,0.99,1
11.4,3.3,575,5.9,2,0,205,41,0.05832,1.9,1.03,1
7.6,3.2,347,5.7,1,0,205,57,0.05832,1.9,0.81,1
17.8,3.1,549,5.7,2,0,205,58,0.05832,1.9,0.88,1
30,3.1,108,6.1,2,0,205,62,0.05832,1.9,1,1
37.4,3.5,334,5.5,1,0,205,104.3,0.05832,1.9,0.65,1
92,3.5,546,5.8,2,0.098,205,53.4,0.05832,1.9,0.93,1
173.7,3.2,626,7.4,2,0,205,16,0.05832,1.9,0.85,1
150,3.2,265,6.3,2,0,205,24,0.05832,1.9,1.2,1
10,3.2,198,5.6,3,0.041,84,53.1,0.05832,1.9,1.08,1
9.7,0.7,21,5.7,5,0,5,68.4,0.08084838,0.3,0.08,1
598.1,4.1,385,8.3,2,0,5,10,0.08084838,0.3,1.02,1
514.3,7.5,100,5.5,3,0.04,79,115,0.08084838,0.3,0.81,1
10,7.5,429,5.9,4,0,193,31,0.08084838,0.3,0.46,1
624,7.5,217,6.7,1,0.065,193,25.2,0.08084838,0.3,0.95,1
100,7.5,456,5.5,1,0.054,193,17,0.08084838,0.3,0.85,1
18,7.5,586,5.7,2,0.062,193,15,0.08084838,0.3,0.77,1
10.3,3.2,80,5.9,2,0,193,45,0.08084838,0.3,1.17,1
9.2,3.6,89,5.7,2,0.042,193,35,0.08084838,0.3,0.85,1
10,3.6,17,5.6,0,0,193,132,0.08084838,0.3,1.15,1
185.4,3.6,167,5.5,3,0,85,46.4,0.08084838,0.3,0.82,1
10,3.6,82,5.6,2,0,85,36.1,0.08084838,0.3,0.96,1
56.1,4.3,251,5.5,1,0,85,16,0.08084838,0.3,0.79,1
17,4.3,434,6.2,2,0,85,39,0.08084838,0.3,0.66,1
10,4.3,94,5.5,1,0,85,48.1,0.08084838,0.3,1.1,1
23.6,2.9,397,5.5,1,0,85,51,0.08084838,0.3,0.78,1
39,2.9,411,6.1,2,0,85,30,0.08084838,0.3,0.73,1
546,2.9,485,5.9,2,0,85,16,0.08084838,0.3,0.69,1
33,2.9,94,5.8,2,0,85,41,0.08084838,0.3,1.02,1
7.2,3.2,229,5.6,2,0,85,47,0.08084838,0.3,0.95,1
29.2,3.5,99,5.5,3,0,174,58,0.08084838,0.3,0.69,1
215,3.5,332,5.6,2,0,174,25,0.08084838,0.3,0.67,1
20,3.5,101,5.6,2,0,174,43,0.08084838,0.3,0.9,1
9,2.7,515,6.7,2,0.054,174,24,0.08084838,0.3,0.84,1
195,2.7,426,6,2,0,174,26,0.08084838,0.3,0.77,1
10,2.7,122,6.2,2,0.093,174,100,0.08084838,0.3,0.77,1
30,2.7,698,6.5,2,0.063,174,27,0.08084838,0.3,1.22,1
91.2,3.7,93,5.5,1,0.122,174,32,0.08084838,0.3,0.8,1
52,3.7,692,5.8,2,0.048,174,28,0.08084838,0.3,1.31,1
10,1.7,83,5.7,2,0.048,174,36,0.08084838,0.3,0.84,1
19,1.7,611,6,2,0.063,174,42,0.08084838,0.3,0.87,1
9.3,3.5,93,5.6,1,0,174,35,0.08084838,0.3,0.68,1
9.9,2.2,131,5.6,3,0.083,505,18,0.08084838,0.3,0.59,1
10,1.8,93,5.5,0,0,505,49,0.08084838,0.3,0.94,1
10,1.8,101,5.7,2,0,505,17,0.08084838,0.3,0.62,1
28.9,3.5,126,5.7,2,0.055,505,20,0.08084838,0.3,0.89,1
10,3.5,111,6.6,2,0,505,16,0.08084838,0.3,0.81,1
32.7,3,125,5.5,2,0.049,505,23,0.08084838,0.3,1.43,1
120,3,366,5.7,2,0,505,23,0.08084838,0.3,0.75,1
15,3,143,5.7,2,0,505,79,0.08084838,0.3,0.78,1
13,3,334,6.1,2,0,505,21,0.08084838,0.3,0.65,1
47.2,4.1,242,5.5,0,0,505,26,0.08084838,0.3,0.98,1
10,4.1,160,5.5,1,0,505,24.9,0.08084838,0.3,1.06,1
10.4,2.6,419,5.5,1,0,505,33,0.08084838,0.3,0.77,1
198.9,3.8,464,5.6,2,0.054,505,34,0.08084838,0.3,0.73,1
5.1,1.6,742,5.8,2,0.067,505,45,0.08084838,0.3,1.33,1
10.1,1.7,300,5.7,2,0.038,505,19,0.08084838,0.3,0.86,1
29,1.7,356,6.1,2,0,505,19,0.08084838,0.3,0.9,1
21,1.7,121,6,2,0,505,37,0.08084838,0.3,1.18,1
385.5,4,117,7.3,2,0,505,24,0.08084838,0.3,0.88,1
6.8,4,111,5.6,3,0,388,100,0.08084838,0.3,0.88,1
56,4,139,6.6,2,0.052,388,14,0.08084838,0.3,1.22,1
60,4,97,5.7,2,0,388,24,0.08084838,0.3,1.45,1
55,4,110,5.7,2,0,388,24,0.08084838,0.3,1.52,1
10.5,2.6,130,5.5,1,0,388,52,0.08084838,0.3,0.77,1
17.5,2.5,413,5.6,1,0,388,28,0.08084838,0.3,0.8,1
10.1,2.3,195,5.5,0,0,388,113,0.08084838,0.3,0.68,1
110,2.3,549,5.6,1,0,388,30,0.08084838,0.3,0.89,1
10.3,2.3,214,5.6,1,0,388,49,0.08084838,0.3,0.71,1
15,2.3,294,5.8,2,0,388,44,0.08084838,0.3,0.65,1
11,2.3,398,7.3,2,0,388,43,0.08084838,0.3,0.88,1
40,2.3,323,5.9,2,0.026,388,52,0.08084838,0.3,1.07,1
8.8,2.6,206,5.7,1,0,388,28,0.08084838,0.3,1.34,1
7,2.6,506,6,2,0,388,37,0.08084838,0.3,1.19,1
17.5,2.6,143,5.5,2,0.06,388,100,0.08084838,0.3,1.19,1
25,1.2,94,5.5,1,0,388,32,0.08084838,0.3,0.74,1
21.8,3.2,197,5.7,2,0,388,45,0.08084838,0.3,0.51,1
40,3.2,110,5.5,1,0,388,80,0.08084838,0.3,1.03,1
14,3.2,186,5.9,2,0,388,54,0.08084838,0.3,0.79,1
17,3.2,229,6.5,2,0,388,20,0.08084838,0.3,0.85,1
8,3.2,276,5.9,2,0,388,10,0.08084838,0.3,0.8,1
10,3.2,259,6.3,2,0,388,22,0.08084838,0.3,1.12,1
155.5,3.3,518,5.9,2,0.058,388,18,0.08084838,0.3,0.91,1
124,3.3,117,6.1,2,0.054,388,26,0.08084838,0.3,1.08,1
13,3.3,166,6.3,2,0,388,25,0.08084838,0.3,1.34,1
9.9,1.8,270,5.5,0,0.069,388,92,0.08084838,0.3,0.82,1
31.65,3.1,21,6,2,0,388,38,2.132,0.3,0.67,1
56,1.7,21,5.8,2,0.041,388,18,3.355,0.3,0.67,1
10,1.7,21,5.5,1,0.071,388,33,2.563,0.3,0.69,1
375.01,3.2,21,5.8,2,0,388,10,1.71,0.3,0.73,1
53.88,4,21,5.6,1,0.045,388,55,0.991,0.3,1.11,1
10.04,1.7,21,5.8,2,0,388,67,5.454,0.3,0.84,1
10,1.7,21,5.7,2,0,388,54,4.647,0.3,1.29,1
13.54,3.2,21,5.7,2,0.035,388,27,4.592,0.3,1.28,1
6,1,21,5.7,2,0,388,12,5.94,0.3,0.94,1
95,1.8,21,6,2,0.071,388,13,1.7,0.3,0.68,1
340.6,3.9,21,6.1,2,0,388,21,7.116,0.3,1.01,1
22.31,3.6,21,5.5,0,0,388,49,1.957,0.3,0.92,1
10,1.7,21,6.2,2,0,388,26,3.913,0.3,1.27,1
10,1.8,21,5.7,2,0,388,64,33.635,0.3,1.26,1
12,1.7,369,6.7,2,0,388,22,3.741,0.3,0.84,1
8.2,2.8,21,6.5,2,0,388,22,3.741,0.3,1.19,1
5.8,3.1,21,5.5,4,0.08,388,22,3.741,0.3,1.15,1
8.5,3,21,5.9,2,0,388,22,3.741,0.3,1.09,1
14.258,2.4,21,5.9,2,0,388,22,3.741,0.3,1.06,1
10,1.8,21,6.1,2,0,388,22,14.84,0.3,0.83,1
92,1.6,21,5.7,2,0.06,388,66,3.476,0.3,1.21,1
21,1.7,21,6.2,2,0.073,388,45,0.755,0.3,1,1
111,1.8,21,5.8,2,0,388,35,0.447,0.3,1.13,1
5,1.8,21,5.8,2,0,388,45,9.172,0.3,0.93,1
4.73,3.1,21,5.8,2,0,388,61,12.297,0.3,0.71,1
478,1.6,21,6.2,2,0,388,22,2.592,0.3,1.01,1
662.37,3.9,21,5.7,2,0,388,33,8.705,0.3,0.97,1
203,1.8,21,5.8,2,0.046,388,15,0.604,0.3,0.69,1
29,1.8,21,7,2,0,388,53,0.624,0.3,0.89,1
7.3,4.5,21,5.5,3,0.106,388,53,0.624,0.3,0.85,1
8,1.7,21,5.6,2,0.089,388,20,4.341,0.3,0.83,1
18,1.7,21,6,2,0,388,70,0.968,0.3,1.17,1
25.16,3.2,21,5.5,0,0.068,388,71,1.013,0.3,1.49,1
112,1.7,21,6.5,2,0.035,388,11,3.097,0.3,1.12,1
10.02,1.8,21,5.7,2,0,388,47,16.483,0.3,0.99,1
445,1.9,21,5.7,2,0,388,25,2.345,0.3,0.74,1
35,1.8,21,5.9,2,0.035,388,12,3.821,0.3,1.03,1
2.73,3.7,21,6.1,2,0,388,44,1.704,0.3,0.93,1
9.85,2.7,21,5.5,4,0.063,388,140,1.565,0.3,1.22,1
402,1.8,21,6.5,2,0,388,26,3.276,0.3,1.02,1
9.92,2.5,21,6,2,0,388,70,1.431,0.3,0.87,1
20,1.7,21,6.5,2,0.127,388,24,0.735,0.3,1.07,1
26.6,3.3,21,5.8,2,0.075,388,24,0.735,0.3,1.29,1
21,1.8,21,5.7,2,0.093,388,32,0.728,0.3,1.25,1
17,1.7,21,6,2,0,388,46,0.749,0.3,1.13,1
10,1.6,21,6,2,0,388,24,14.042,0.3,0.8,1
20,1.8,21,5.6,2,0.032,388,24,14.042,0.3,0.94,1
19,1.8,21,5.9,2,0.059,388,35,1.169,0.3,1.43,1
10,2.4,21,5.5,1,0.071,388,44,17.556,0.3,0.63,0
175.23,3.7,21,5.9,2,0.056,388,22,2.874,0.3,0.75,1
66,1.8,21,6.4,2,0.043,388,28,0.331,0.3,0.98,1
22.5,3.2,21,5.6,2,0,388,23,2.468,0.3,1.34,1
10.52,2.6,21,6.1,2,0.089,388,53,14.785,0.3,0.66,1
20,1.8,21,5.9,2,0,388,40,0.811,0.3,1.24,1
24.02,2.9,21,6.1,2,0,388,38,0.705,0.3,0.83,1
10,1.7,21,5.5,0,0,388,72,29.962,0.3,0.84,1
4,1.8,21,5.7,2,0,388,30,3.995,0.3,0.44,1
549.92,3.3,21,6.1,2,0,388,34,2.315,0.3,1.04,1
10,1.8,21,5.8,2,0,388,27,5.031,0.3,1.24,1
4,1.7,21,5.5,1,0.061,388,23,12.632,0.3,0.57,1
15,1.6,21,7.7,2,0,388,17,7.241,0.3,0.93,1
10.03,1,21,5.8,3,0.054,388,43,7.704,0.3,0.79,1
14.48,1.3,21,5.6,3,0.045,388,21,7.513,0.3,0.86,1
10.52,1.9,21,5.5,3,0.039,388,21,7.307,0.3,0.85,1
10,1.8,152,6.1,2,0.058,388,67,26.063,0.3,1.31,1
10,1.8,21,5.5,0,0.08,388,41,37.874,0.3,1.01,1
40,1.8,21,7.1,2,0,388,17,4.446,0.3,0.9,1
8.82,2.7,21,5.5,1,0.043,388,82,1.181,0.3,1.2,1
12,1.7,21,6.8,2,0,388,17,7.359,0.3,0.91,1
58.94,4.5,21,5.5,0,0,388,21,3.293,0.3,0.58,1
41.54,3.1,21,6.5,2,0.13,388,21,1.709,0.3,0.82,1
10,1.7,21,5.5,0,0,388,22,14.319,0.3,0.73,1
573,1.8,21,6.7,2,0.046,388,11,2.958,0.3,1.2,1
7.89,2.8,21,5.7,2,0,388,37,11.987,0.3,0.96,1
12.72,2.8,21,6.4,2,0,388,26,20.977,0.3,1.14,1
104,1.7,21,6,2,0,388,12,3.348,0.3,0.73,1
10.28,1.7,21,6.2,2,0,388,41,20.626,0.3,1.33,1
10,1.7,21,5.7,2,0,388,40,7.007,0.3,0.89,1
151,1.8,52,6.2,2,0,388,46,1.492,0.3,1.2,1
63,1.7,21,6,2,0.058,388,29,1.381,0.3,1.06,1
40,1.9,21,6.6,2,0,388,40,1.984,0.3,1.21,1
96.63,5.1,21,5.5,0,0,388,37,1.861,0.3,1.17,1
4.41,3.5,21,5.5,1,0.06,388,33,22.21,0.3,0.45,1
46,1.9,21,5.6,1,0.044,388,40,1.657,0.3,1.17,1
19.04,2.9,21,7.1,2,0,388,12,3.144,0.3,1.3,1
6.74,2.8,21,5.6,1,0.05,388,24,3.039,0.3,0.62,1
